,id,premium,name,department,has_test,response_letter_required,area,salary,type,address,published_at,insider_interview,url,employer,snippet,working_days,working_time_intervals,working_time_modes,accept_temporary,professional_roles,accept_incomplete_resumes,lng,lati,Density,published_at_date,OblastiRF,lngi,Count_word
0,77398046,0,Продавец в магазин LS (ТРЦ Кристалл),,0,0,Тюмень,45000.0,1,"{'city': 'Тюмень', 'street': 'улица Дмитрия Менделеева', 'building': '1А', 'lat': 57.117362, 'lng': 65.549581, 'description': None, 'raw': 'Тюмень, улица Дмитрия Менделеева, 1А', 'metro': None, 'metro_stations': [], 'id': '11399719'}",2023-03-20T06:02:27+0300,,https://api.hh.ru/vacancies/77398046?host=hh.ru,Лемарон,Встречать покупателя с улыбкой и готовностью подобрать идеальные джинсы. Поддерживать порядок в магазине. Желание находить контакт с людьми. ,,,,0,"Продавец-консультант, продавец-кассир",1,65.549581,57.117362,581758.0,2023-03-20,Тюменская область,65.549581,18
1,77500783,0,"Менеджер чатов, на дому (в Яндекс)",,0,0,Россия,33000.0,1,0,2023-03-21T18:06:50+0300,,https://api.hh.ru/vacancies/77500783?host=hh.ru,Яндекс,Способен работать в команде. Способен принимать решения самостоятельно. Готов учиться и узнавать новое. Опыт работы в колл-центре или службе...,,,,0,Другое,1,,,,2023-03-21,Москва,0.0,19
2,77501114,0,"Менеджер чатов, удалённо (в Яндекс)",,0,0,Россия,33000.0,1,0,2023-03-21T18:09:06+0300,,https://api.hh.ru/vacancies/77501114?host=hh.ru,Яндекс,Способен работать в команде. Способен принимать решения самостоятельно. Готов учиться и узнавать новое. Опыт работы в колл-центре или службе...,,,,0,Другое,1,,,,2023-03-21,Москва,0.0,19
3,77500573,0,"Оператор на входящие сообщения (удаленно, в Яндекс)",,0,0,Россия,33000.0,1,0,2023-03-21T18:05:26+0300,,https://api.hh.ru/vacancies/77500573?host=hh.ru,Яндекс,Способен работать в команде. Способен принимать решения самостоятельно. Готов учиться и узнавать новое. Опыт работы в колл-центре или службе...,,,,0,"Оператор call-центра, специалист контактного центра",1,,,,2023-03-21,Москва,0.0,19
4,77500216,0,"Диспетчер, удаленно (в Я.Такси)",,0,0,Россия,33000.0,1,0,2023-03-21T18:01:08+0300,,https://api.hh.ru/vacancies/77500216?host=hh.ru,Яндекс,Опыт работы не требуется. Обязательно наличие ПК или ноутбука. Будет плюсом опыт работы на вакансиях:,,,1.0,0,Диспетчер,1,,,,2023-03-21,Москва,0.0,15
5,78358899,0,Водитель категории В,,0,0,Тюмень,110000.0,1,0,2023-03-21T14:06:03+0300,,https://api.hh.ru/vacancies/78358899?host=hh.ru,Департамент Ф53,Пунктуальность. Ответственность. Возможно без опыта.,1.0,1.0,1.0,1,Водитель,0,,,581758.0,2023-03-21,Тюменская область,0.0,5
6,78174724,0,Продавец-консультант,"{'id': '2343-2343-rozn', 'name': 'Компания «СПОРТМАСТЕР», Розничные продажи'}",0,0,Россия,40000.0,1,0,2023-03-17T11:29:17+0300,,https://api.hh.ru/vacancies/78174724?host=hh.ru,Спортмастер,Любящие людей и общение. Любознательные и стремящиеся к новым знаниям.,,,,0,"Продавец-консультант, продавец-кассир",1,,,,2023-03-17,Москва,0.0,10
7,77354523,0,Аналитик,,0,0,Москва,25000.0,1,0,2023-02-23T14:32:11+0300,,https://api.hh.ru/vacancies/77354523?host=hh.ru,Энгельс Элина Сергеевна,"Ищем в командиру системного человек. Не столько важен твой опыт, сколько твоя способность думать системно, выявлять закономерности и превращать их...",1.0,1.0,1.0,1,Аналитик,0,,,11514330.0,2023-02-23,Москва,0.0,20
8,77283148,0,Медсестра/медбрат,,0,0,Новый Уренгой,93682.0,1,0,2023-03-04T23:31:39+0300,,https://api.hh.ru/vacancies/77283148?host=hh.ru,СТРОЙГАЗТЕХНОЛОГИИ,умение пользоваться алкотестерами. Опыт работы на вахте. Образование специализированное (мед). Знание санитарного-эпидемиологического режима.,,,,0,"Медицинская сестра, медицинский брат",1,,,104144.0,2023-03-04,Ямало-Ненецкий авт. окр.,0.0,13
9,77517745,0,Ритуальный агент (специалист по организации похорон),,0,0,Санкт-Петербург,99000.0,1,"{'city': 'Санкт-Петербург', 'street': 'улица Типанова', 'building': '18', 'lat': 59.851896, 'lng': 30.334275, 'description': None, 'raw': 'Санкт-Петербург, улица Типанова, 18', 'metro': None, 'metro_stations': [], 'id': '6297371'}",2023-03-01T07:12:57+0300,,https://api.hh.ru/vacancies/77517745?host=hh.ru,Светлый путь,Высшее образование будет вашим преимуществом. Опыт работы ритуальным агентом или эффективным продаваном.,,,,0,Полицейский,0,30.334275,59.851896,4848742.0,2023-03-01,Санкт-Петербург,30.334275,12
10,77394293,0,Администратор в компьютерный клуб,,0,0,Тюмень,50000.0,1,0,2023-02-26T22:20:19+0300,,https://api.hh.ru/vacancies/77394293?host=hh.ru,Обухова Анастасия Владимировна,Общительность.,,,,0,Администратор,0,,,581758.0,2023-02-26,Тюменская область,0.0,1
11,77657662,0,Статистик,,0,0,Красноярск,30000.0,1,"{'city': 'Красноярск', 'street': 'улица Тельмана', 'building': '32А', 'lat': 56.051803, 'lng': 92.969263, 'description': None, 'raw': 'Красноярск, улица Тельмана, 32А', 'metro': None, 'metro_stations': [], 'id': '12850110'}",2023-03-03T16:33:31+0300,,https://api.hh.ru/vacancies/77657662?host=hh.ru,Стоматология для Вас,Владение ПК.,,,,0,"Научный специалист, исследователь",1,92.969263,56.051803,1000000.0,2023-03-03,Красноярский край,92.969263,2
12,78367826,0,Семейный водитель,,0,0,Москва,85000.0,1,"{'city': 'Москва', 'street': 'улица Малая Полянка', 'building': None, 'lat': 55.73513, 'lng': 37.617096, 'description': None, 'raw': 'Москва, улица Малая Полянка', 'metro': None, 'metro_stations': [], 'id': '12958896'}",2023-03-21T16:00:26+0300,,https://api.hh.ru/vacancies/78367826?host=hh.ru,ВИНТОРГ,Опыт работы семейным водителем не менее 3 лет. Знание Москвы.,,,,0,Водитель,0,37.617096,55.73513,11514330.0,2023-03-21,Москва,37.617096,10
13,77451463,0,Начинающий тестировщик ПО (удаленно),,0,0,Москва,60000.0,1,"{'city': None, 'street': None, 'building': None, 'lat': None, 'lng': None, 'description': None, 'raw': None, 'metro': {'station_name': 'Преображенская площадь', 'line_name': 'Сокольническая', 'station_id': '1.117', 'line_id': '1', 'lat': 55.796322, 'lng': 37.713582}, 'metro_stations': [{'station_name': 'Преображенская площадь', 'line_name': 'Сокольническая', 'station_id': '1.117', 'line_id': '1', 'lat': 55.796322, 'lng': 37.713582}], 'id': '1266725'}",2023-02-27T20:20:07+0300,,https://api.hh.ru/vacancies/77451463?host=hh.ru,КОДМАРК,"Умение анализировать функциональные требования к разрабатываемым проектам. Базовое знание теории тестирования (виды тестирования, процессы и т.д.). Умение работать с...",,,,0,Тестировщик,0,,,11514330.0,2023-02-27,Москва,,19
14,78369344,0,Junior Тестировщик/QA Engineer,,0,0,Москва,40000.0,1,"{'city': 'Москва', 'street': 'Походный проезд', 'building': '4к1', 'lat': 55.834057, 'lng': 37.410879, 'description': None, 'raw': 'Москва, Походный проезд, 4к1', 'metro': None, 'metro_stations': [], 'id': '11217424'}",2023-03-21T16:28:20+0300,,https://api.hh.ru/vacancies/78369344?host=hh.ru,Айтиспортс,Понимание структуры web-приложений. Умение составлять ТЗ. Умение работать в Postman или аналогах. Умение работать в Trello. Умение работать с...,,,,0,Тестировщик,0,37.410879,55.834057,11514330.0,2023-03-21,Москва,37.410879,19
15,78367293,0,Личный водитель к руководителю,,0,0,Москва,,1,0,2023-03-21T15:51:07+0300,,https://api.hh.ru/vacancies/78367293?host=hh.ru,Чистый город,Большой стаж вождения легковых автомобилях. Профессиональный опыт работы персональным водителем. Мерседес V-класса (микроавтобус).,,,,0,Водитель,1,,,11514330.0,2023-03-21,Москва,0.0,13
16,77721771,0,Персональный водитель (Водитель для ребенка),,0,0,Новосибирск,50000.0,1,0,2023-03-06T14:05:44+0300,,https://api.hh.ru/vacancies/77721771?host=hh.ru,Королёва Анна Александровна,"Водительские права категории В, общий стаж вождения автомобиля не менее 10 лет. Опыт работы от 5 лет на должности (офисный...",,,,0,Водитель,0,,,1498921.0,2023-03-06,Новосибирская область,0.0,20
17,77525256,0,Стример,,0,0,Санкт-Петербург,80000.0,1,"{'city': 'Иваново', 'street': 'улица Жарова', 'building': '3', 'lat': 56.999166, 'lng': 40.971361, 'description': None, 'raw': 'Иваново, улица Жарова, 3', 'metro': None, 'metro_stations': [], 'id': '6556524'}",2023-03-01T09:47:18+0300,,https://api.hh.ru/vacancies/77525256?host=hh.ru,Полар Стрим,,,1.0,1.0,1,Другое,1,40.971361,56.999166,4848742.0,2023-03-01,Санкт-Петербург,40.971361,0
18,78267575,0,Продавец - консультант в Levi's (ТРЦ Родник),,0,0,Челябинск,45000.0,1,"{'city': 'Челябинск', 'street': 'улица Труда', 'building': '203', 'lat': 55.171051, 'lng': 61.355976, 'description': None, 'raw': 'Челябинск, улица Труда, 203', 'metro': None, 'metro_stations': [], 'id': '4410509'}",2023-03-20T11:49:14+0300,,https://api.hh.ru/vacancies/78267575?host=hh.ru,Лемарон,Встречать покупателя с улыбкой и готовностью подобрать идеальные джинсы. Поддерживать порядок в магазине. Требование к кандидату: Желание находить контакт с...,,,,0,"Продавец-консультант, продавец-кассир",1,61.355976,55.171051,1130273.0,2023-03-20,Челябинская область,61.355976,20
19,77376744,0,Наборщик текстов,,0,0,Хабаровск,50000.0,0,0,2023-02-25T01:49:24+0300,,https://api.hh.ru/vacancies/77376744?host=hh.ru,деловой центр,"Внимательность, отсутствие ошибок в документах, высокая скорость печати.",,,,1,"Оператор ПК, оператор базы данных",1,,,577668.0,2023-02-25,Хабаровский край,0.0,8
20,77426993,0,Личный водитель,,0,0,Красноярск,65000.0,1,0,2023-02-27T13:01:13+0300,,https://api.hh.ru/vacancies/77426993?host=hh.ru,Сибирь-ТК,"Опыт работы личным водителем более 10 лет, рекомендации с предыдущих мест работы приветствуется. Аккуратность, спокойное вождение. Чистоплотность. Ответственность. Пунктуальность. Стрессоустойчивость.",,,,0,Водитель,1,,,1000000.0,2023-02-27,Красноярский край,0.0,20
21,77372812,0,Администратор в психологический центр,,0,0,Москва,40000.0,1,0,2023-02-24T17:45:29+0300,,https://api.hh.ru/vacancies/77372812?host=hh.ru,Международный центр психологического консультирования и психотерапии Экзистенция,"Высокая клиентоориентированность. Доброжелательность, ответственность, стрессоустойчивость. Хорошие организаторские способности, коммуникативные навыки, готовность работать с большим потоком входящей информации. Умение работать в...",,,,0,Администратор,0,,,11514330.0,2023-02-24,Москва,0.0,20
22,77213670,0,"Менеджер по развитию, продажам транспортных, логистических услуг (реф, тент, изотерм перевозки)",,0,0,Москва,80000.0,1,"{'city': 'Москва', 'street': 'проспект Будённого', 'building': '30А', 'lat': 55.761371, 'lng': 37.734632, 'description': None, 'raw': 'Москва, проспект Будённого, 30А', 'metro': {'station_name': 'Семеновская', 'line_name': 'Арбатско-Покровская', 'station_id': '3.130', 'line_id': '3', 'lat': 55.783096, 'lng': 37.719289}, 'metro_stations': [{'station_name': 'Семеновская', 'line_name': 'Арбатско-Покровская', 'station_id': '3.130', 'line_id': '3', 'lat': 55.783096, 'lng': 37.719289}, {'station_name': 'Шоссе Энтузиастов', 'line_name': 'МЦК', 'station_id': '95.524', 'line_id': '95', 'lat': 55.758633, 'lng': 37.748477}], 'id': '2161890'}",2023-03-19T13:08:09+0300,,https://api.hh.ru/vacancies/77213670?host=hh.ru,РефЗаказ,"Опыт работы в ATI.SU, анализ рынка, тарифов Перевозчиков. Опыт работы в транспортных/логистических компаниях - Ваше преимущество. Высокий уровень активности и...",,,,0,"Менеджер по продажам, менеджер по работе с клиентами",0,37.734632,55.761371,11514330.0,2023-03-19,Москва,37.734632,20
23,78298707,0,Личный водитель,,1,1,Москва,150000.0,1,"{'city': 'Москва', 'street': '1-й Дербеневский переулок', 'building': '5', 'lat': 55.723922, 'lng': 37.653972, 'description': None, 'raw': 'Москва, 1-й Дербеневский переулок, 5', 'metro': None, 'metro_stations': [], 'id': '5734597'}",2023-03-20T16:48:55+0300,,https://api.hh.ru/vacancies/78298707?host=hh.ru,АРСЕНАЛ ПЛЮС,"Готовность к ненормированному графику. Категория В/ желательно наличие личного автомобиля. Знание Москвы без навигатора, умение составлять оптимальные маршруты движения, быстрая...",,,,0,Водитель,1,37.653972,55.723922,11514330.0,2023-03-20,Москва,37.653972,20
24,77358797,0,Чертежник в автокад,,0,0,Стерлитамак,22500.0,1,0,2023-02-23T21:45:20+0300,,https://api.hh.ru/vacancies/77358797?host=hh.ru,Кроссэкострой,Обучаемость. Усердие. Умение работать в автокаде(достаточно базовых навыков 2Д).,,,,0,Другое,1,,,273432.0,2023-02-23,Башкортостан,0.0,9
25,77926254,0,Бизнес - ассистент Wildberries,,1,0,Москва,20000.0,1,0,2023-03-11T19:29:25+0300,,https://api.hh.ru/vacancies/77926254?host=hh.ru,Бельчусова Иржина,"Ты получишь общение, обучение и опыт работы с предпринимателями в различных видах деятельности. Знание и работа в программе Excel.",,,,0,"Секретарь, помощник руководителя, ассистент",1,,,11514330.0,2023-03-11,Москва,0.0,19
26,77565045,0,Водитель директора,,0,0,Кемерово,120000.0,1,0,2023-03-01T19:13:55+0300,,https://api.hh.ru/vacancies/77565045?host=hh.ru,Лушкина Светлана Сергеевна,Отличное знание ПДД и опыт безаварийной езды. Знание технических характеристик и правил эксплуатации автомобиля. Знание основных маршрутов города.,,,,1,Водитель,1,,,532884.0,2023-03-01,Кемеровская область,0.0,18
27,78052417,0,Стажер-тестировщик (стажировка бесплатная),,0,0,Санкт-Петербург,,1,"{'city': 'Санкт-Петербург', 'street': 'улица Савушкина', 'building': '126Б', 'lat': 59.985926, 'lng': 30.202743, 'description': None, 'raw': 'Санкт-Петербург, улица Савушкина, 126Б', 'metro': {'station_name': 'Беговая', 'line_name': 'Невско-Василеостровская', 'station_id': '16.604', 'line_id': '16', 'lat': 59.98723, 'lng': 30.20247}, 'metro_stations': [{'station_name': 'Беговая', 'line_name': 'Невско-Василеостровская', 'station_id': '16.604', 'line_id': '16', 'lat': 59.98723, 'lng': 30.20247}], 'id': '1320800'}",2023-03-14T17:12:48+0300,,https://api.hh.ru/vacancies/78052417?host=hh.ru,Okko,"Знание методов тестирования и техник тест-дизайна. Понимание жизненного цикла программного обеспечения. Внимательность, обучаемость и желание развиваться в QA.",,,,0,Тестировщик,0,30.202743,59.985926,4848742.0,2023-03-14,Санкт-Петербург,30.202743,18
28,77383113,0,Администратор Антикафе Happy People,,0,0,Москва,31000.0,1,"{'city': 'Москва', 'street': 'Климентовский переулок', 'building': '6', 'lat': 55.740892, 'lng': 37.630239, 'description': None, 'raw': 'Москва, Климентовский переулок, 6', 'metro': {'station_name': 'Новокузнецкая', 'line_name': 'Замоскворецкая', 'station_id': '2.89', 'line_id': '2', 'lat': 55.742391, 'lng': 37.62928}, 'metro_stations': [{'station_name': 'Новокузнецкая', 'line_name': 'Замоскворецкая', 'station_id': '2.89', 'line_id': '2', 'lat': 55.742391, 'lng': 37.62928}, {'station_name': 'Третьяковская', 'line_name': 'Калужско-Рижская', 'station_id': '6.90', 'line_id': '6', 'lat': 55.74073, 'lng': 37.625624}, {'station_name': 'Третьяковская', 'line_name': 'Калининская', 'station_id': '8.91', 'line_id': '8', 'lat': 55.741125, 'lng': 37.626142}], 'id': '1674294'}",2023-02-25T18:05:51+0300,,https://api.hh.ru/vacancies/77383113?host=hh.ru,Антикафе HAPPY PEOPLE,Главное - общительность и доброта. Желание помогать людям. Аккуратность. Минимальное знание современных настольных игр.,,,,0,Другое,1,37.630239,55.740892,11514330.0,2023-02-25,Москва,37.630239,14
29,78375335,0,Учитель физической культуры,,0,0,Москва,110000.0,1,"{'city': 'поселок Красное', 'street': None, 'building': None, 'lat': 55.426253, 'lng': 37.283103, 'description': None, 'raw': 'поселок Красное', 'metro': None, 'metro_stations': [], 'id': '523953'}",2023-03-21T18:42:25+0300,,https://api.hh.ru/vacancies/78375335?host=hh.ru,ОАНО Школа НИКА,"Педагогическое образование. Целеустремленность, драйв, активность в работе, ответственность.",,,,0,Другое,0,37.283103,55.426253,11514330.0,2023-03-21,Москва,37.283103,8
30,74154588,0,Бортпроводник,,0,0,Москва,85000.0,1,0,2023-03-21T09:24:39+0300,,https://api.hh.ru/vacancies/74154588?host=hh.ru,Авиакомпания Победа,Образование не ниже среднего полного. Знание английского языка - не ниже Pre-intermediate. Отсутствие татуировок и пирсинга на видимых частях тела. ,,,,0,Другое,1,,,11514330.0,2023-03-21,Москва,0.0,20
31,78374978,0,Офисный / семейный водитель,,0,0,Санкт-Петербург,60000.0,1,0,2023-03-21T18:27:58+0300,,https://api.hh.ru/vacancies/78374978?host=hh.ru,Санкт-Петербургская инвестиционная компания,"Стаж работы водителем не менее 5 лет. Отличное знание города. Ответственность, пунктуальность, честность.",,,,0,Водитель,0,,,4848742.0,2023-03-21,Санкт-Петербург,0.0,13
32,78289290,0,Junior Frontend Developer,,0,0,Томск,53025.0,1,0,2023-03-20T15:08:09+0300,,https://api.hh.ru/vacancies/78289290?host=hh.ru,Scholastic Network,"Уверенное владение современным JavaScript (ES6 и новее). Опыт работы с современным ReactJS (FC, hooks). Опыт работы с менеджером состояния...",,,,0,"Программист, разработчик",0,,,522940.0,2023-03-20,Томская область,0.0,19
33,78268526,0,Семейный водитель,,0,0,Москва,90000.0,1,0,2023-03-20T12:01:28+0300,,https://api.hh.ru/vacancies/78268526?host=hh.ru,ФГУП Оборонпромэкология Министерства Обороны Российской Федерации,Опыт работы персональным/семейным водителем с рекомендациями от бывших работодателей. Стаж вождения не менее 10 лет. Знание Москвы и Московской...,,,,0,Водитель,1,,,11514330.0,2023-03-20,Москва,0.0,19
34,78376749,0,Игрок / Тестировщик онлайн-игры,,0,0,Москва,52500.0,1,0,2023-03-21T20:00:23+0300,,https://api.hh.ru/vacancies/78376749?host=hh.ru,ЛДМ и Ко,Пунктуальность. Честность и открытость. Самообучаемость. Активность. Аналитический склад ума. Хорошее знание арифметики и умение бегло считать целые и дробные числа. ,,1.0,1.0,1,Другое,1,,,11514330.0,2023-03-21,Москва,0.0,20
35,78340389,0,Водитель автомобиля персональный,,0,0,Санкт-Петербург,66000.0,1,"{'city': None, 'street': None, 'building': None, 'lat': 59.920183156067566, 'lng': 30.358397106135584, 'description': None, 'raw': 'Санкт-Петербург, ул. Черняховского д.36', 'metro': None, 'metro_stations': [], 'id': '338297'}",2023-03-21T10:50:09+0300,,https://api.hh.ru/vacancies/78340389?host=hh.ru,Теплосеть Санкт-Петербурга,Водительские права категории В. Отсутствие медицинских противопоказаний (предварительный медосмотр). Опыт работы персональным водителем. Знание города (расположение улиц).,,,,0,Водитель,1,30.358397106135584,59.920183156067566,4848742.0,2023-03-21,Санкт-Петербург,30.358397106135584,17
36,77609547,0,Помощник руководителя (ресторанный бизнес),,0,0,Москва,145000.0,1,"{'city': 'деревня Бузаево', 'street': None, 'building': '15', 'lat': 55.717939, 'lng': 37.120499, 'description': None, 'raw': 'деревня Бузаево, 15', 'metro': None, 'metro_stations': [], 'id': '6916517'}",2023-03-02T16:02:23+0300,,https://api.hh.ru/vacancies/77609547?host=hh.ru,La petite Boulangerie,"Высокая работоспособность, блестящие административные способности, позитивный настрой, стрессоустойчивость, умение и желание работать в премиум-сегменте. Опыт работы помощником руководителя обязателен...",,,,0,"Секретарь, помощник руководителя, ассистент",0,37.120499,55.717939,11514330.0,2023-03-02,Москва,37.120499,19
37,77617887,0,Администратор,,0,0,Москва,90000.0,1,"{'city': 'Москва', 'street': 'Кремль', 'building': None, 'lat': 55.751999, 'lng': 37.617734, 'description': None, 'raw': 'Москва, Кремль', 'metro': {'station_name': 'Библиотека им.Ленина', 'line_name': 'Сокольническая', 'station_id': '1.4', 'line_id': '1', 'lat': 55.752123, 'lng': 37.610388}, 'metro_stations': [{'station_name': 'Библиотека им.Ленина', 'line_name': 'Сокольническая', 'station_id': '1.4', 'line_id': '1', 'lat': 55.752123, 'lng': 37.610388}], 'id': '542702'}",2023-03-02T18:39:41+0300,,https://api.hh.ru/vacancies/77617887?host=hh.ru,ФГБУК Государственный Кремлевский Дворец Управления делами Президента Российской Федерации,Высшее или среднее профессиональное (экономическое) образование. Опыт работы в административной должности от 1 года.,,,,1,Администратор,0,37.617734,55.751999,11514330.0,2023-03-02,Москва,37.617734,14
38,77643983,0,Junior Sales Manager,,0,0,Санкт-Петербург,,1,0,2023-03-07T12:55:37+0300,,https://api.hh.ru/vacancies/77643983?host=hh.ru,Aston,Релевантный опыт работы в продажах от 1 года. Знание современных техник ведения переговоров и продаж. Готовность брать на себя ответственность...,,,,0,"Менеджер по продажам, менеджер по работе с клиентами",0,,,4848742.0,2023-03-07,Санкт-Петербург,0.0,20
39,77675665,0,Руководитель отдела продаж,,0,0,Москва,275000.0,1,0,2023-03-04T17:14:47+0300,,https://api.hh.ru/vacancies/77675665?host=hh.ru,BestHunt,"Имеешь успешный управленческий опыт, который можешь подтвердить. Понимаешь разницу между глаголами «делать» и «сделать». Самостоятельно формируешь и обучаешь свою команду. ",,,,0,Руководитель отдела продаж,0,,,11514330.0,2023-03-04,Москва,0.0,20
40,77424433,0,Помощник в цветочную мастерскую,,0,0,Москва,,1,"{'city': 'Москва', 'street': 'Олимпийский проспект', 'building': '22', 'lat': 55.787371, 'lng': 37.622819, 'description': None, 'raw': 'Москва, Олимпийский проспект, 22', 'metro': {'station_name': 'Марьина Роща', 'line_name': 'Люблинско-Дмитровская', 'station_id': '10.185', 'line_id': '10', 'lat': 55.793723, 'lng': 37.61618}, 'metro_stations': [{'station_name': 'Марьина Роща', 'line_name': 'Люблинско-Дмитровская', 'station_id': '10.185', 'line_id': '10', 'lat': 55.793723, 'lng': 37.61618}, {'station_name': 'Проспект Мира', 'line_name': 'Калужско-Рижская', 'station_id': '6.120', 'line_id': '6', 'lat': 55.781827, 'lng': 37.633199}], 'id': '11741683'}",2023-02-27T12:30:43+0300,,https://api.hh.ru/vacancies/77424433?host=hh.ru,Цветочная лавка Бизу,"Грамотная речь. Эмпатия, клиентоориентированность, небезразличние к людям. Инициативность, самостоятельность, стрессоустойчивость.",,,,1,Другое,0,37.622819,55.787371,11514330.0,2023-02-27,Москва,37.622819,10
41,77411722,0,Региональный менеджер (производство),,0,0,Казань,150000.0,1,0,2023-02-27T10:10:55+0300,,https://api.hh.ru/vacancies/77411722?host=hh.ru,Рост Развитие Решение,"Опыт работы в продажах. Навыки ведения переговоров. Опыт работы со строительными организациями, застройщиками. Готовность к командировкам.",,,,0,"Менеджер по продажам, менеджер по работе с клиентами",0,,,1143546.0,2023-02-27,Татарстан,0.0,16
42,78373207,0,Водитель автомобиля / офисный водитель,,0,0,Нижний Новгород,48922.0,1,"{'city': 'Нижний Новгород', 'street': 'Георгиевский съезд', 'building': '5', 'lat': 56.329662, 'lng': 44.024132, 'description': None, 'raw': 'Нижний Новгород, Георгиевский съезд, 5', 'metro': {'station_name': 'Горьковская', 'line_name': 'Автозаводская', 'station_id': '50.278', 'line_id': '50', 'lat': 56.313933, 'lng': 43.99482}, 'metro_stations': [{'station_name': 'Горьковская', 'line_name': 'Автозаводская', 'station_id': '50.278', 'line_id': '50', 'lat': 56.313933, 'lng': 43.99482}], 'id': '665643'}",2023-03-21T17:38:12+0300,,https://api.hh.ru/vacancies/78373207?host=hh.ru,ФосАгро-Волга,Стаж вождения от 10 лет. Опыт работы на автомобилях представительского класса не менее 3 лет. Соблюдения правил этикета. Соблюдения конфиденциальности. ,,,,0,Водитель,0,44.024132,56.329662,1250615.0,2023-03-21,Нижегородская область,44.024132,20
43,78279116,0,Персональный водитель руководителя,,0,1,Москва,90000.0,1,"{'city': 'Москва', 'street': 'набережная Тараса Шевченко', 'building': '23А', 'lat': 55.746228, 'lng': 37.546093, 'description': None, 'raw': 'Москва, набережная Тараса Шевченко, 23А', 'metro': None, 'metro_stations': [], 'id': '3254276'}",2023-03-20T13:42:01+0300,,https://api.hh.ru/vacancies/78279116?host=hh.ru,Ямалгипротранс,"Опыт работы с экспатами или бенефициарами. Права категории В,С, если есть другие открытые категории будет преимуществом.",,,,0,Водитель,1,37.546093,55.746228,11514330.0,2023-03-20,Москва,37.546093,16
44,78349355,0,Помощник руководителя (секретарь),,0,0,Старый Оскол,32500.0,1,"{'city': 'Старый Оскол', 'street': 'проезд Ш-3', 'building': '2Б', 'lat': 51.240449, 'lng': 37.932576, 'description': None, 'raw': 'Старый Оскол, проезд Ш-3, 2Б', 'metro': None, 'metro_stations': [], 'id': '6675643'}",2023-03-21T11:55:23+0300,,https://api.hh.ru/vacancies/78349355?host=hh.ru,Белрегионцентр,"Знание ПК, Microsoft Word, Excel, высокая степень ответственности, организованности, грамотная речь, вежливость, коммуникабельность, стрессоустойчивость, пунктуальность, знание основ делопроизводства.",,,,0,"Секретарь, помощник руководителя, ассистент",0,37.932576,51.240449,221163.0,2023-03-21,Белгородская область,37.932576,18
45,78291928,0,Country Manager,,0,0,Москва,800000.0,1,0,2023-03-20T15:38:37+0300,,https://api.hh.ru/vacancies/78291928?host=hh.ru,StaffRecruitment,"Bachelor's degree in business, marketing, or a related field; MBA or other advanced degree preferred. Proven track record of...",,,,0,"Генеральный директор, исполнительный директор (CEO)",0,,,11514330.0,2023-03-20,Москва,0.0,19
46,78369972,0,React разработчик (junior),,0,0,Санкт-Петербург,,1,"{'city': 'Санкт-Петербург', 'street': 'улица Профессора Попова', 'building': '23', 'lat': 59.971231, 'lng': 30.313676, 'description': None, 'raw': 'Санкт-Петербург, улица Профессора Попова, 23', 'metro': {'station_name': 'Петроградская', 'line_name': 'Московско-Петроградская', 'station_id': '15.215', 'line_id': '15', 'lat': 59.966389, 'lng': 30.311293}, 'metro_stations': [{'station_name': 'Петроградская', 'line_name': 'Московско-Петроградская', 'station_id': '15.215', 'line_id': '15', 'lat': 59.966389, 'lng': 30.311293}], 'id': '10732288'}",2023-03-21T16:38:18+0300,,https://api.hh.ru/vacancies/78369972?host=hh.ru,ЛИИС Инженерные Решения,"React разработчиков, готовых и имеющих желание переучиться на React Native, для позиции Mobile developer. - Отличное знание React. - Отличное знание библиотек...",,,,0,"Программист, разработчик",0,30.313676,59.971231,4848742.0,2023-03-21,Санкт-Петербург,30.313676,22
47,78008560,0,"Frontend-разработчик (Стажёр, стажировка бесплатная)",,0,0,Москва,,1,"{'city': 'Москва', 'street': 'Рочдельская улица', 'building': '15с13', 'lat': 55.755991, 'lng': 37.56512, 'description': None, 'raw': 'Москва, Рочдельская улица, 15с13', 'metro': {'station_name': 'Баррикадная', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.16', 'line_id': '7', 'lat': 55.760793, 'lng': 37.581242}, 'metro_stations': [{'station_name': 'Баррикадная', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.16', 'line_id': '7', 'lat': 55.760793, 'lng': 37.581242}, {'station_name': 'Краснопресненская', 'line_name': 'Кольцевая', 'station_id': '5.58', 'line_id': '5', 'lat': 55.760378, 'lng': 37.577114}, {'station_name': 'Улица 1905 года', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.146', 'line_id': '7', 'lat': 55.763944, 'lng': 37.562271}], 'id': '4008828'}",2023-03-14T07:42:54+0300,,https://api.hh.ru/vacancies/78008560?host=hh.ru,Okko,"Знание HTML, CSS и Javascript. Личные проекты в git и готовность о них рассказать. Опыт верстки простых страниц, опыт работы...",,,,0,"Программист, разработчик",0,37.56512,55.755991,11514330.0,2023-03-14,Москва,37.56512,20
